date,ticker,permno,lifecycle_action,buy_sell,event_weight,event_target_weight,softmax_v1_target_weight,softmax_v1_cash_residual,softmax_v1_gross_weight,sizing_eligible,eligibility_reason,factor_positive_count,factor_present_count,technical_quality,score,hold_days,source
2025-04-07,AMZN,84788,HOLD,,0.1,0.1,0.0,1.0,0.0,False,exit_or_trend_veto_block,3,4,0.0,0.0,12,rule100_softmax_v1_history
2025-04-08,AMZN,84788,HOLD,,0.1,0.1,0.0,1.0,0.0,False,exit_or_trend_veto_block,3,4,0.0,0.0,13,rule100_softmax_v1_history
2025-04-09,AMZN,84788,HOLD,,0.1,0.1,0.0,1.0,0.0,False,exit_or_trend_veto_block,3,4,0.0,0.0,14,rule100_softmax_v1_history
2025-04-10,AMZN,84788,HOLD,,0.1,0.1,0.0,1.0,0.0,False,exit_or_trend_veto_block,3,4,0.0,0.0,15,rule100_softmax_v1_history
2025-04-11,AMZN,84788,HOLD,,0.1,0.1,0.0,1.0,0.0,False,exit_or_trend_veto_block,3,4,0.0,0.0,16,rule100_softmax_v1_history
2025-04-14,AMZN,84788,HOLD,,0.1,0.1,0.0,1.0,0.0,False,exit_or_trend_veto_block,3,4,0.0,0.0,19,rule100_softmax_v1_history
2025-04-15,AMZN,84788,EXIT,SELL,0.0,0.0,0.0,1.0,0.0,False,flat_after_event,3,4,0.0,,20,rule100_softmax_v1_history
2025-05-27,MSFT,10107,BUY,BUY,0.1,0.1,0.1,0.9,0.1,True,eligible_buy_or_hold,3,4,1.0,0.25,0,rule100_softmax_v1_history
2025-05-28,MSFT,10107,HOLD,,0.1,0.1,0.1,0.9,0.1,True,eligible_buy_or_hold,3,4,1.0,0.25,1,rule100_softmax_v1_history
2025-05-29,MSFT,10107,HOLD,,0.1,0.1,0.1,0.9,0.1,True,eligible_buy_or_hold,3,4,1.0,0.25,2,rule100_softmax_v1_history
2025-05-30,MSFT,10107,HOLD,,0.1,0.1,0.1,0.9,0.1,True,eligible_buy_or_hold,3,4,1.0,0.25,3,rule100_softmax_v1_history
2025-06-02,LRCX,48486,BUY,BUY,0.1,0.1,0.1,0.8,0.2,True,eligible_buy_or_hold,3,4,1.0,0.25,0,rule100_softmax_v1_history
2025-06-02,MSFT,10107,HOLD,,0.1,0.1,0.1,0.8,0.2,True,eligible_buy_or_hold,3,4,1.0,0.25,6,rule100_softmax_v1_history
2025-06-03,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,1,rule100_softmax_v1_history
2025-06-03,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,7,rule100_softmax_v1_history
2025-06-03,TSM,85442,BUY,BUY,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,0,rule100_softmax_v1_history
2025-06-04,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,2,rule100_softmax_v1_history
2025-06-04,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,8,rule100_softmax_v1_history
2025-06-04,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,1,rule100_softmax_v1_history
2025-06-05,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,3,rule100_softmax_v1_history
2025-06-05,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,9,rule100_softmax_v1_history
2025-06-05,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,2,rule100_softmax_v1_history
2025-06-06,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,4,rule100_softmax_v1_history
2025-06-06,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,10,rule100_softmax_v1_history
2025-06-06,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,3,rule100_softmax_v1_history
2025-06-09,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,7,rule100_softmax_v1_history
2025-06-09,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,13,rule100_softmax_v1_history
2025-06-09,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,6,rule100_softmax_v1_history
2025-06-10,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,8,rule100_softmax_v1_history
2025-06-10,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,14,rule100_softmax_v1_history
2025-06-10,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,7,rule100_softmax_v1_history
2025-06-11,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,9,rule100_softmax_v1_history
2025-06-11,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,15,rule100_softmax_v1_history
2025-06-11,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,8,rule100_softmax_v1_history
