date,ticker,permno,lifecycle_action,buy_sell,event_weight,event_target_weight,softmax_v1_target_weight,softmax_v1_cash_residual,softmax_v1_gross_weight,sizing_eligible,eligibility_reason,factor_positive_count,factor_present_count,technical_quality,score,hold_days,source
2025-06-12,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,10,rule100_softmax_v1_history
2025-06-12,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,16,rule100_softmax_v1_history
2025-06-12,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,9,rule100_softmax_v1_history
2025-06-13,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,11,rule100_softmax_v1_history
2025-06-13,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,17,rule100_softmax_v1_history
2025-06-13,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,10,rule100_softmax_v1_history
2025-06-16,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,14,rule100_softmax_v1_history
2025-06-16,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,20,rule100_softmax_v1_history
2025-06-16,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,13,rule100_softmax_v1_history
2025-06-17,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,15,rule100_softmax_v1_history
2025-06-17,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,21,rule100_softmax_v1_history
2025-06-17,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,14,rule100_softmax_v1_history
2025-06-18,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,16,rule100_softmax_v1_history
2025-06-18,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,22,rule100_softmax_v1_history
2025-06-18,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,15,rule100_softmax_v1_history
2025-06-20,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,18,rule100_softmax_v1_history
2025-06-20,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,24,rule100_softmax_v1_history
2025-06-20,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,17,rule100_softmax_v1_history
2025-06-23,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,21,rule100_softmax_v1_history
2025-06-23,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,27,rule100_softmax_v1_history
2025-06-23,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,20,rule100_softmax_v1_history
2025-06-24,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,22,rule100_softmax_v1_history
2025-06-24,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,28,rule100_softmax_v1_history
2025-06-24,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,21,rule100_softmax_v1_history
2025-06-25,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,23,rule100_softmax_v1_history
2025-06-25,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,29,rule100_softmax_v1_history
2025-06-25,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,22,rule100_softmax_v1_history
2025-06-26,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,24,rule100_softmax_v1_history
2025-06-26,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,30,rule100_softmax_v1_history
2025-06-26,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,23,rule100_softmax_v1_history
2025-06-27,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,25,rule100_softmax_v1_history
2025-06-27,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,31,rule100_softmax_v1_history
2025-06-27,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,24,rule100_softmax_v1_history
2025-06-30,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,28,rule100_softmax_v1_history
2025-06-30,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,34,rule100_softmax_v1_history
2025-06-30,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,27,rule100_softmax_v1_history
2025-07-01,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,29,rule100_softmax_v1_history
2025-07-01,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,35,rule100_softmax_v1_history
2025-07-01,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,28,rule100_softmax_v1_history
2025-07-02,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,30,rule100_softmax_v1_history
2025-07-02,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,36,rule100_softmax_v1_history
2025-07-02,TSM,85442,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,29,rule100_softmax_v1_history
2025-07-03,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,31,rule100_softmax_v1_history
2025-07-03,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,37,rule100_softmax_v1_history
2025-07-03,MU,53613,BUY,BUY,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,0,rule100_softmax_v1_history
2025-07-03,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,30,rule100_softmax_v1_history
2025-07-07,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,35,rule100_softmax_v1_history
2025-07-07,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,41,rule100_softmax_v1_history
2025-07-07,MU,53613,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,4,rule100_softmax_v1_history
2025-07-07,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,34,rule100_softmax_v1_history
2025-07-08,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,36,rule100_softmax_v1_history
2025-07-08,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,42,rule100_softmax_v1_history
2025-07-08,MU,53613,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,5,rule100_softmax_v1_history
2025-07-08,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,35,rule100_softmax_v1_history
2025-07-09,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,37,rule100_softmax_v1_history
2025-07-09,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,43,rule100_softmax_v1_history
2025-07-09,MU,53613,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,6,rule100_softmax_v1_history
2025-07-09,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,36,rule100_softmax_v1_history
2025-07-10,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,38,rule100_softmax_v1_history
2025-07-10,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,44,rule100_softmax_v1_history
2025-07-10,MU,53613,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,7,rule100_softmax_v1_history
2025-07-10,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,37,rule100_softmax_v1_history
2025-07-11,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,39,rule100_softmax_v1_history
2025-07-11,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,45,rule100_softmax_v1_history
2025-07-11,MU,53613,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,8,rule100_softmax_v1_history
2025-07-11,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,38,rule100_softmax_v1_history
2025-07-14,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,42,rule100_softmax_v1_history
2025-07-14,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,48,rule100_softmax_v1_history
2025-07-14,MU,53613,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,11,rule100_softmax_v1_history
2025-07-14,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,41,rule100_softmax_v1_history
2025-07-15,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,43,rule100_softmax_v1_history
2025-07-15,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,49,rule100_softmax_v1_history
2025-07-15,MU,53613,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,12,rule100_softmax_v1_history
2025-07-15,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,2,4,1.0,0.25,42,rule100_softmax_v1_history
2025-07-16,LRCX,48486,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,44,rule100_softmax_v1_history
2025-07-16,MSFT,10107,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,50,rule100_softmax_v1_history
2025-07-16,MU,53613,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,13,rule100_softmax_v1_history
2025-07-16,TSM,85442,HOLD,,0.1,0.1,0.1,0.6,0.4,True,eligible_buy_or_hold,3,4,1.0,0.25,43,rule100_softmax_v1_history
2025-07-17,LRCX,48486,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,45,rule100_softmax_v1_history
2025-07-17,MSFT,10107,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,51,rule100_softmax_v1_history
2025-07-17,MU,53613,HOLD,,0.1,0.1,0.1,0.7,0.30000000000000004,True,eligible_buy_or_hold,3,4,1.0,0.25,14,rule100_softmax_v1_history
2025-07-17,TSM,85442,TIGHTEN,,0.1,0.1,0.0,0.7,0.30000000000000004,False,tighten_below_hold_threshold,0,1,0.0,0.0,44,rule100_softmax_v1_history
2025-07-18,AMAT,14702,BUY,BUY,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,0,rule100_softmax_v1_history
2025-07-18,LRCX,48486,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,46,rule100_softmax_v1_history
2025-07-18,MSFT,10107,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,52,rule100_softmax_v1_history
2025-07-18,MU,53613,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,15,rule100_softmax_v1_history
2025-07-18,TSM,85442,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,2,4,1.0,0.25,45,rule100_softmax_v1_history
2025-07-21,AMAT,14702,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,3,rule100_softmax_v1_history
2025-07-21,LRCX,48486,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,49,rule100_softmax_v1_history
2025-07-21,MSFT,10107,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,55,rule100_softmax_v1_history
2025-07-21,MU,53613,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,18,rule100_softmax_v1_history
2025-07-21,TSM,85442,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,2,4,1.0,0.25,48,rule100_softmax_v1_history
2025-07-22,AMAT,14702,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,4,rule100_softmax_v1_history
2025-07-22,LRCX,48486,HOLD,,0.1,0.1,0.1,0.5,0.5,True,eligible_buy_or_hold,3,4,1.0,0.25,50,rule100_softmax_v1_history
